"year","country","pop","gdp"
2631,"USA",504.89819106239423,227582.76622086315
2632,"USA",504.95960920348494,227790.993282979
2633,"USA",505.02095723515464,227998.62404826007
2634,"USA",505.08223522802047,228205.6597117521
2635,"USA",505.1434432526525,228412.10147131697
2636,"USA",505.20458137957314,228617.95052757577
2637,"USA",505.2656496792579,228823.20808385295
2638,"USA",505.3266482221349,229027.87534612065
2639,"USA",505.3875770785844,229231.95352294255
2640,"USA",505.4484363189399,229435.44382542008
2641,"USA",505.50922601348714,229638.3474671371
2642,"USA",505.5699462324643,229840.66566410617
2643,"USA",505.6305970460624,230042.39963471488
2644,"USA",505.6911785244244,230243.55059967237
2645,"USA",505.7516907376462,230444.119781957
2646,"USA",505.8121337557757,230644.10840676335
2647,"USA",505.8725076488133,230843.51770145047
2648,"USA",505.9328124867119,231042.34889549032
2649,"USA",505.99304833937674,231240.60322041673
2650,"USA",506.0532152766649,231438.28190977397
2651,"USA",506.11331336838595,231635.38619906708
2652,"USA",506.1733426843018,231831.9173257117
2653,"USA",506.2333032941264,232027.876528984
2654,"USA",506.2931952675259,232223.26504997228
2655,"USA",506.35301867411846,232418.0841315274
2656,"USA",506.4127735834743,232612.3350182149
2657,"USA",506.4724600651159,232806.01895626672
2658,"USA",506.53207818851786,232999.13719353397
2659,"USA",506.5916280231064,233191.69097943907
2660,"USA",506.6511096382599,233383.6815649294
2661,"USA",506.7105231033089,233575.1102024307
2662,"USA",506.76986848753546,233765.97814580088
2663,"USA",506.82914586017375,233956.28665028448
2664,"USA",506.8883552904098,234146.03697246732
2665,"USA",506.9474968473816,234335.23037023153
2666,"USA",507.0065706001786,234523.868102711
2667,"USA",507.06557661784217,234711.9514302471
2668,"USA",507.12451496936575,234899.48161434525
2669,"USA",507.1833857236939,235086.45991763068
2670,"USA",507.2421889497236,235272.88760380633
2671,"USA",507.30092471630286,235458.76593760948
2672,"USA",507.3595930922317,235644.09618476944
2673,"USA",507.4181941462616,235828.87961196603
2674,"USA",507.47672794709575,236013.11748678744
2675,"USA",507.5351945633889,236196.8110776893
2676,"USA",507.5935940637472,236379.9616539533
2677,"USA",507.6519265167285,236562.5704856476
2678,"USA",507.7101919908419,236744.6388435856
2679,"USA",507.7683905545484,236926.1679992868
2680,"USA",507.82652227626,237107.15922493665
2681,"USA",507.8845872243403,237287.6137933483
2682,"USA",507.9425854671043,237467.53297792305
2683,"USA",508.0005170728184,237646.9180526121
2684,"USA",508.05838210970035,237825.77029187875
2685,"USA",508.11618064591914,238004.0909706602
2686,"USA",508.1739127495952,238181.8813643304
2687,"USA",508.2315784888001,238359.14274866288
2688,"USA",508.2891779315567,238535.87639979387
2689,"USA",508.34671114583927,238712.08359418623
2690,"USA",508.4041781995729,238887.76560859295
2691,"USA",508.4615791606344,239062.92372002173
2692,"USA",508.5189140968513,239237.5592056993
2693,"USA",508.5761830760025,239411.67334303653
2694,"USA",508.63338616581785,239585.26740959336
2695,"USA",508.69052343397857,239758.34268304487
2696,"USA",508.7475949481168,239930.90044114657
2697,"USA",508.8046007758158,240102.9419617008
2698,"USA",508.86154098460975,240274.4685225234
2699,"USA",508.918415641984,240445.4814014105
2700,"USA",508.9752248153749,240615.98187610533
2701,"USA",509.0319685721696,240785.971224266
2702,"USA",509.0886469797064,240955.45072343317
2703,"USA",509.1452601052746,241124.421650998
2704,"USA",509.20180801611406,241292.88528417077
2705,"USA",509.25829077941586,241460.84289994935
2706,"USA",509.314708462322,241628.2957750882
2707,"USA",509.3710611319251,241795.24518606768
2708,"USA",509.4273488552689,241961.6924090637
2709,"USA",509.4835716993477,242127.63871991745
2710,"USA",509.5397297311067,242293.08539410584
2711,"USA",509.59582301744206,242458.0337067116
2712,"USA",509.6518516252005,242622.4849323944
2713,"USA",509.7078156211795,242786.44034536157
2714,"USA",509.7637150721276,242949.90121933984
2715,"USA",509.81955004474366,243112.86882754657
2716,"USA",509.8753206056775,243275.34444266197
2717,"USA",509.9310268215293,243437.3293368009
2718,"USA",509.9866687588504,243598.824781486
2719,"USA",510.0422464841423,243759.8320476196
2720,"USA",510.0977600638575,243920.35240545784
2721,"USA",510.15320956439905,244080.38712458272
2722,"USA",510.2085950521204,244239.9374738768
2723,"USA",510.2639165933259,244399.0047214965
2724,"USA",510.3191742542702,244557.59013484613
2725,"USA",510.3743681011587,244715.69498055277
2726,"USA",510.4294982001471,244873.3205244405
2727,"USA",510.4845646173419,245030.46803150556
2728,"USA",510.53956741880006,245187.13876589155
2729,"USA",510.5945066705289,245343.33399086495
2730,"USA",510.6493824384863,245499.0549687905
2731,"USA",510.70419478858065,245654.3029611076
2732,"USA",510.7589437866706,245809.0792283064
2733,"USA",510.8136294985656,245963.3850299043
2734,"USA",510.8682519900251,246117.22162442273
2735,"USA",510.92281132675953,246270.59026936404
2736,"USA",510.97730757442906,246423.49222118888
2737,"USA",511.03174079864465,246575.92873529383
2738,"USA",511.0861110649676,246727.9010659888
2739,"USA",511.1404184389095,246879.41046647535
2740,"USA",511.19466298593227,247030.458188825
2741,"USA",511.2488447714482,247181.0454839572
2742,"USA",511.30296386081994,247331.1736016188
2743,"USA",511.3570203193604,247480.8437903624
2744,"USA",511.4110142123328,247630.05729752593
2745,"USA",511.46494560495074,247778.81536921192
2746,"USA",511.5188145623778,247927.11925026725
2747,"USA",511.57262114972826,248074.97018426307
2748,"USA",511.6263654320662,248222.36941347484
2749,"USA",511.68004747440625,248369.31817886292
2750,"USA",511.7336673417132,248515.81772005305
2751,"USA",511.78722509890207,248661.8692753172
2752,"USA",511.8407208108379,248807.4740815545
2753,"USA",511.8941545423363,248952.6333742728
2754,"USA",511.9475263581627,249097.34838756977
2755,"USA",512.0008363230329,249241.6203541153
2756,"USA",512.0540845016128,249385.45050513244
2757,"USA",512.1072709585187,249528.8400703808
2758,"USA",512.1603957583167,249671.79027813775
2759,"USA",512.213458965523,249814.3023551817
2760,"USA",512.2664606446043,249956.37752677465
2761,"USA",512.3194008599771,250098.0170166454
2762,"USA",512.3722796760081,250239.2220469727
2763,"USA",512.4250971570143,250379.9938383686
2764,"USA",512.4778533672626,250520.33360986217
2765,"USA",512.53054837097,250660.2425788832
2766,"USA",512.5831822323034,250799.72196124657
2767,"USA",512.6357550153803,250938.77297113615
2768,"USA",512.6882667842676,251077.3968210896
2769,"USA",512.7407176029827,251215.5947219827
2770,"USA",512.793107535493,251353.3678830144
2771,"USA",512.8454366457158,251490.71751169168
2772,"USA",512.8977049975184,251627.64481381516
2773,"USA",512.9499126547183,251764.15099346425
2774,"USA",513.0020596810829,251900.23725298265
2775,"USA",513.0541461403296,252035.90479296475
2776,"USA",513.1061720961259,252171.1548122409
2777,"USA",513.1581376120891,252305.988507864
2778,"USA",513.2100427517869,252440.40707509615
2779,"USA",513.2618875787365,252574.41170739467
2780,"USA",513.3136721564052,252708.00359639915
2781,"USA",513.3653965482106,252841.1839319184
2782,"USA",513.4170608175199,252973.95390191756
2783,"USA",513.4686650276503,253106.3146925052
2784,"USA",513.5202092418691,253238.26748792108
2785,"USA",513.5716935233935,253369.8134705238
2786,"USA",513.6231179353906,253500.9538207783
2787,"USA",513.6744825409776,253631.68971724415
2788,"USA",513.7257874032213,253762.02233656376
2789,"USA",513.7770325851386,253891.95285345044
2790,"USA",513.8282181496966,254021.48244067727
2791,"USA",513.8793441598119,254150.61226906552
2792,"USA",513.9304106783512,254279.3435074737
2793,"USA",513.9814177681312,254407.6773227865
2794,"USA",514.0323654919183,254535.6148799038
2795,"USA",514.083253912429,254663.15734173032
2796,"USA",514.1340830923295,254790.3058691652
2797,"USA",514.1848530942362,254917.06162109104
2798,"USA",514.2355639807151,255043.42575436455
2799,"USA",514.2862158142823,255169.39942380603
2800,"USA",514.3368086574035,255294.9837821897
2801,"USA",514.3873425724945,255420.1799802339
2802,"USA",514.4378176219211,255544.98916659172
2803,"USA",514.4882338679987,255669.4124878414
2804,"USA",514.5385913729928,255793.4510884773
2805,"USA",514.5888901991186,255917.1061109008
2806,"USA",514.6391304085414,256040.3786954111
2807,"USA",514.6893120633762,256163.26998019693
2808,"USA",514.7394352256879,256285.78110132733
2809,"USA",514.7894999574912,256407.91319274373
2810,"USA",514.8395063207507,256529.66738625104
2811,"USA",514.8894543773811,256651.04481151
2812,"USA",514.9393441892464,256772.04659602864
2813,"USA",514.9891758181612,256892.67386515497
2814,"USA",515.0389493258893,257012.9277420684
2815,"USA",515.0886647741448,257132.80934777285
2816,"USA",515.1383222245915,257252.3198010888
2817,"USA",515.1879217388431,257371.4602186461
2818,"USA",515.237463378463,257490.2317148767
2819,"USA",515.2869472049646,257608.6354020076
2820,"USA",515.3363732798111,257726.67239005375
2821,"USA",515.3857416644157,257844.34378681157
2822,"USA",515.4350524201413,257961.65069785187
2823,"USA",515.4843056083007,258078.5942265135
2824,"USA",515.5335012901567,258195.17547389687
2825,"USA",515.5826395269215,258311.39553885764
2826,"USA",515.6317203797578,258427.2555180005
2827,"USA",515.6807439097777,258542.75650567323
2828,"USA",515.7297101780433,258657.89959396055
2829,"USA",515.7786192455666,258772.6858726788
2830,"USA",515.8274711733094,258887.1164293696
2831,"USA",515.8762660221834,259001.19234929467
2832,"USA",515.92500385305,259114.91471543044
2833,"USA",515.973684726721,259228.28460846265
2834,"USA",516.0223087039575,259341.30310678095
2835,"USA",516.0708758454707,259453.97128647417
2836,"USA",516.1193862119216,259566.29022132503
2837,"USA",516.167839863921,259678.2609828056
2838,"USA",516.21623686203,259789.88464007212
2839,"USA",516.2645772667589,259901.16225996087
2840,"USA",516.3128611385686,260012.09490698332
2841,"USA",516.3610885378694,260122.6836433219
2842,"USA",516.4092595250215,260232.92952882565
2843,"USA",516.4573741603353,260342.8336210059
2844,"USA",516.505432504071,260452.3969750325
2845,"USA",516.5534346164384,260561.6206437296
2846,"USA",516.6013805575974,260670.50567757175
2847,"USA",516.6492703876579,260779.05312468045
2848,"USA",516.6971041666797,260887.26403082028
2849,"USA",516.7448819546723,260995.13943939525
2850,"USA",516.7926038115954,261102.68039144567
2851,"USA",516.8402697973584,261209.88792564443
2852,"USA",516.8878799718204,261316.76307829405
2853,"USA",516.9354343947911,261423.3068833235
2854,"USA",516.9829331260296,261529.52037228504
2855,"USA",517.030376225245,261635.4045743512
2856,"USA",517.0777637520966,261740.9605163123
2857,"USA",517.1250957661935,261846.18922257327
2858,"USA",517.1723723270944,261951.0917151512
2859,"USA",517.2195934943086,262055.6690136729
2860,"USA",517.2667593272948,262159.922135372
2861,"USA",517.313869885462,262263.8520950871
2862,"USA",517.3609252281692,262367.4599052592
2863,"USA",517.407925414725,262470.7465759294
2864,"USA",517.4548705043883,262573.713114737
2865,"USA",517.5017605563679,262676.3605269176
2866,"USA",517.5485956298227,262778.68981530063
2867,"USA",517.5953757838613,262880.70198030816
2868,"USA",517.6421010775426,262982.39801995276
2869,"USA",517.6887715698755,263083.7789298358
2870,"USA",517.7353873198186,263184.8457031463
2871,"USA",517.7819483862809,263285.59933065873
2872,"USA",517.8284548281213,263386.0408007323
2873,"USA",517.8749067041485,263486.1710993092
2874,"USA",517.9213040731217,263585.99120991345
2875,"USA",517.9676469937499,263685.50211364974
2876,"USA",518.013935524692,263784.70478920225
2877,"USA",518.0601697245571,263883.6002128337
2878,"USA",518.1063496519045,263982.1893583848
2879,"USA",518.1524753652433,264080.4731972725
2880,"USA",518.198546923033,264178.4526984901
2881,"USA",518.2445643836829,264276.1288286061
2882,"USA",518.2905278055528,264373.5025517636
2883,"USA",518.3364372469521,264470.5748296798
2884,"USA",518.3822927661406,264567.3466216456
2885,"USA",518.4280944213283,264663.81888452516
2886,"USA",518.4738422706752,264759.9925727553
2887,"USA",518.5195363722913,264855.86863834574
2888,"USA",518.5651767842371,264951.4480308783
2889,"USA",518.6107635645229,265046.7316975076
2890,"USA",518.6562967711094,265141.7205829599
2891,"USA",518.7017764619073,265236.41562953417
2892,"USA",518.7472026947778,265330.8177771017
2893,"USA",518.7925755275318,265424.927963106
2894,"USA",518.8378950179307,265518.74712256365
2895,"USA",518.8831612236862,265612.276188064
2896,"USA",518.9283742024601,265705.51608976995
2897,"USA",518.9735340118642,265798.46775541804
2898,"USA",519.0186407094609,265891.132110319
2899,"USA",519.0636943527627,265983.5100773585
2900,"USA",519.1086949992324,266075.6025769978
2901,"USA",519.1536427062829,266167.41052727355
2902,"USA",519.1985375312776,266258.93484379986
2903,"USA",519.24337953153,266350.17643976817
2904,"USA",519.2881687643039,266441.1362259483
2905,"USA",519.3329052868136,266531.8151106894
2906,"USA",519.3775891562236,266622.2139999211
2907,"USA",519.4222204296486,266712.3337971542
2908,"USA",519.4667991641538,266802.1754034817
2909,"USA",519.5113254167547,266891.7397175806
2910,"USA",519.5557992444171,266981.0276357122
2911,"USA",519.6002207040573,267070.04005172395
2912,"USA",519.6445898525418,267158.7778570507
2913,"USA",519.6889067466876,267247.2419407157
2914,"USA",519.7331714432622,267335.43318933237
2915,"USA",519.7773839989833,267423.35248710564
2916,"USA",519.8215444705189,267511.0007158334
2917,"USA",519.865652914488,267598.3787549082
2918,"USA",519.9097093874595,267685.4874813189
2919,"USA",519.953713945953,267772.327769652
2920,"USA",519.9976666464385,267858.90049209376
2921,"USA",520.0415675453364,267945.2065184319
2922,"USA",520.0854166990179,268031.2467160572
2923,"USA",520.1292141638042,268117.02194996533
2924,"USA",520.1729599959676,268202.53308275936
2925,"USA",520.2166542517305,268287.78097465093
2926,"USA",520.2602969872659,268372.7664834628
2927,"USA",520.3038882586974,268457.49046463077
2928,"USA",520.3474281220992,268541.9537712055
2929,"USA",520.3909166334962,268626.1572538552
2930,"USA",520.4343538488636,268710.1017608673
2931,"USA",520.4777398241274,268793.78813815105
2932,"USA",520.5210746151643,268877.21722923947
2933,"USA",520.5643582778013,268960.38987529196
2934,"USA",520.6075908678163,269043.30691509653
2935,"USA",520.6507724409378,269125.9691850722
2936,"USA",520.6939030528448,269208.3775192715
2937,"USA",520.7369827591673,269290.53274938295
2938,"USA",520.7800116154857,269372.4357047335
2939,"USA",520.8229896773314,269454.08721229114
2940,"USA",520.8659170001862,269535.4880966676
2941,"USA",520.9087936394828,269616.639180121
2942,"USA",520.9516196506047,269697.54128255823
2943,"USA",520.994395088886,269778.1952215381
2944,"USA",521.0371200096117,269858.6018122737
2945,"USA",521.0797944680176,269938.76186763553
2946,"USA",521.12241851929,270018.6761981542
2947,"USA",521.1649922185666,270098.3456120233
2948,"USA",521.2075156209355,270177.7709151023
2949,"USA",521.2499887814357,270256.9529109193
2950,"USA",521.2924117550572,270335.8924006745
2951,"USA",521.3347845967406,270414.5901832426
2952,"USA",521.3771073613777,270493.0470551763
2953,"USA",521.4193801038111,270571.26381070924
2954,"USA",521.4616028788342,270649.2412417589
2955,"USA",521.5037757411914,270726.9801379302
2956,"USA",521.545898745578,270804.48128651804
2957,"USA",521.5879719466406,270881.74547251133
2958,"USA",521.6299953989763,270958.7734785953
2959,"USA",521.6719691571336,271035.56608515553
2960,"USA",521.7138932756117,271112.1240702807
2961,"USA",521.7557678088608,271188.4482097663
2962,"USA",521.7975928112825,271264.5392771177
2963,"USA",521.839368337229,271340.39804355387
2964,"USA",521.8810944410039,271416.0252780105
2965,"USA",521.9227711768618,271491.42174714344
2966,"USA",521.9643985990085,271566.58821533236
2967,"USA",522.0059767616008,271641.5254446842
2968,"USA",522.0475057187464,271716.23419503646
2969,"USA",522.0889855245046,271790.71522396104
2970,"USA",522.1304162328855,271864.96928676777
2971,"USA",522.1717978978506,271938.99713650777
2972,"USA",522.2131305733126,272012.7995239774
2973,"USA",522.2544143131353,272086.37719772174
2974,"USA",522.2956491711337,272159.73090403836
2975,"USA",522.3368352010743,272232.8613869808
2976,"USA",522.3779724566747,272305.7693883625
2977,"USA",522.4190609916035,272378.4556477606
2978,"USA",522.460100859481,272450.9209025194
2979,"USA",522.5010921138787,272523.16588775464
2980,"USA",522.5420348083195,272595.191336357
2981,"USA",522.5829289962774,272666.99797899555
2982,"USA",522.6237747311781,272738.5865441228
2983,"USA",522.6645720663984,272809.9577579771
2984,"USA",522.7053210552665,272881.1123445878
2985,"USA",522.7460217510624,272952.0510257784
2986,"USA",522.786674207017,273022.7745211707
2987,"USA",522.827278476313,273093.2835481891
2988,"USA",522.8678346120846,273163.57882206386
2989,"USA",522.9083426674172,273233.66105583584
2990,"USA",522.9488026953478,273303.53096036013
2991,"USA",522.9892147488653,273373.1892443104
2992,"USA",523.0295788809095,273442.63661418227
2993,"USA",523.0698951443723,273511.8737742984
2994,"USA",523.1101635920968,273580.9014268118
2995,"USA",523.1503842768781,273649.72027171013
2996,"USA",523.1905572514625,273718.33100682014
2997,"USA",523.230682568548,273786.73432781117
2998,"USA",523.2707602807845,273854.9309282003
2999,"USA",523.3107904407734,273922.92149935535
3000,"USA",523.3507731010678,273990.7067305003
